pk,jsondata,name,description,markup_description,id,type,lang
531,{},naba1256,,,glottolog:naba1256,glottolog,en
532,{},ngal1296,,,glottolog:ngal1296,glottolog,en
533,{},zyb,,,iso:zyb,iso639-3,en
534,{},yong1276,,,glottolog:yong1276,glottolog,en
535,{},thd,,,iso:thd,iso639-3,en
536,{},thay1249,,,glottolog:thay1249,glottolog,en
537,{},ccc,,,iso:ccc,iso639-3,en
538,{},cham1318,,,glottolog:cham1318,glottolog,en
539,{},xed,,,iso:xed,iso639-3,en
540,{},hdii1240,,,glottolog:hdii1240,glottolog,en
541,{},yee,,,iso:yee,iso639-3,en
542,{},yima1243,,,glottolog:yima1243,glottolog,en
543,{},yey,,,iso:yey,iso639-3,en
544,{},yeyi1239,,,glottolog:yeyi1239,glottolog,en
545,{},pss,,,iso:pss,iso639-3,en
546,{},kaul1240,,,glottolog:kaul1240,glottolog,en
547,{},tcd,,,iso:tcd,iso639-3,en
548,{},tafi1243,,,glottolog:tafi1243,glottolog,en
549,{},gdn,,,iso:gdn,iso639-3,en
550,{},uman1240,,,glottolog:uman1240,glottolog,en
551,{},rgr,,,iso:rgr,iso639-3,en
552,{},resi1247,,,glottolog:resi1247,glottolog,en
553,{},skq,,,iso:skq,iso639-3,en
554,{},sini1242,,,glottolog:sini1242,glottolog,en
555,{},adz,,,iso:adz,iso639-3,en
556,{},adze1240,,,glottolog:adze1240,glottolog,en
557,{},naq,,,iso:naq,iso639-3,en
558,{},nama1264,,,glottolog:nama1264,glottolog,en
559,{},bnn,,,iso:bnn,iso639-3,en
560,{},bunu1267,,,glottolog:bunu1267,glottolog,en
561,{},cuj,,,iso:cuj,iso639-3,en
562,{},mash1270,,,glottolog:mash1270,glottolog,en
563,{},amh,,,iso:amh,iso639-3,en
564,{},amha1245,,,glottolog:amha1245,glottolog,en
565,{},mor,,,iso:mor,iso639-3,en
566,{},moro1285,,,glottolog:moro1285,glottolog,en
567,{},ame,,,iso:ame,iso639-3,en
568,{},yane1238,,,glottolog:yane1238,glottolog,en
569,{},amz,,,iso:amz,iso639-3,en
570,{},atam1239,,,glottolog:atam1239,glottolog,en
571,{},amp,,,iso:amp,iso639-3,en
572,{},alam1246,,,glottolog:alam1246,glottolog,en
573,{},moa,,,iso:moa,iso639-3,en
574,{},mwan1250,,,glottolog:mwan1250,glottolog,en
575,{},lcm,,,iso:lcm,iso639-3,en
576,{},tung1290,,,glottolog:tung1290,glottolog,en
577,{},mhl,,,iso:mhl,iso639-3,en
578,{},mauw1238,,,glottolog:mauw1238,glottolog,en
579,{},wbp,,,iso:wbp,iso639-3,en
580,{},warl1254,,,glottolog:warl1254,glottolog,en
581,{},wbj,,,iso:wbj,iso639-3,en
582,{},alag1248,,,glottolog:alag1248,glottolog,en
583,{},mhs,,,iso:mhs,iso639-3,en
584,{},buru1303,,,glottolog:buru1303,glottolog,en
585,{},tvl,,,iso:tvl,iso639-3,en
586,{},tuva1244,,,glottolog:tuva1244,glottolog,en
587,{},tvo,,,iso:tvo,iso639-3,en
588,{},tido1248,,,glottolog:tido1248,glottolog,en
589,{},tms,,,iso:tms,iso639-3,en
590,{},tima1241,,,glottolog:tima1241,glottolog,en
591,{},kmc,,,iso:kmc,iso639-3,en
592,{},sout2741,,,glottolog:sout2741,glottolog,en
593,{},for,,,iso:for,iso639-3,en
594,{},fore1270,,,glottolog:fore1270,glottolog,en
595,{},gvf,,,iso:gvf,iso639-3,en
596,{},goli1247,,,glottolog:goli1247,glottolog,en
597,{},kms,,,iso:kms,iso639-3,en
598,{},kama1367,,,glottolog:kama1367,glottolog,en
599,{},cni,,,iso:cni,iso639-3,en
600,{},asha1243,,,glottolog:asha1243,glottolog,en
601,{},plu,,,iso:plu,iso639-3,en
602,{},pali1279,,,glottolog:pali1279,glottolog,en
603,{},plt,,,iso:plt,iso639-3,en
604,{},plat1254,,,glottolog:plat1254,glottolog,en
605,{},rug,,,iso:rug,iso639-3,en
606,{},rovi1238,,,glottolog:rovi1238,glottolog,en
607,{},cgg,,,iso:cgg,iso639-3,en
608,{},chig1238,,,glottolog:chig1238,glottolog,en
609,{},pyu,,,iso:pyu,iso639-3,en
610,{},puyu1239,,,glottolog:puyu1239,glottolog,en
611,{},aca,,,iso:aca,iso639-3,en
612,{},acha1250,,,glottolog:acha1250,glottolog,en
613,{},twe,,,iso:twe,iso639-3,en
614,{},teiw1235,,,glottolog:teiw1235,glottolog,en
615,{},nde,,,iso:nde,iso639-3,en
616,{},nort2795,,,glottolog:nort2795,glottolog,en
617,{},ndg,,,iso:ndg,iso639-3,en
618,{},nden1248,,,glottolog:nden1248,glottolog,en
619,{},yle,,,iso:yle,iso639-3,en
620,{},yele1255,,,glottolog:yele1255,glottolog,en
621,{},zul,,,iso:zul,iso639-3,en
622,{},zulu1248,,,glottolog:zulu1248,glottolog,en
623,{},bjg,,,iso:bjg,iso639-3,en
624,{},bidy1244,,,glottolog:bidy1244,glottolog,en
625,{},mbh,,,iso:mbh,iso639-3,en
626,{},mang1403,,,glottolog:mang1403,glottolog,en
627,{},bjo,,,iso:bjo,iso639-3,en
628,{},mids1243,,,glottolog:mids1243,glottolog,en
629,{},som,,,iso:som,iso639-3,en
630,{},soma1255,,,glottolog:soma1255,glottolog,en
631,{},soq,,,iso:soq,iso639-3,en
632,{},kana1288,,,glottolog:kana1288,glottolog,en
633,{},mbq,,,iso:mbq,iso639-3,en
634,{},mais1250,,,glottolog:mais1250,glottolog,en
635,{},wan,,,iso:wan,iso639-3,en
636,{},wann1242,,,glottolog:wann1242,glottolog,en
637,{},yre,,,iso:yre,iso639-3,en
638,{},yaou1238,,,glottolog:yaou1238,glottolog,en
639,{},lom,,,iso:lom,iso639-3,en
640,{},loma1260,,,glottolog:loma1260,glottolog,en
641,{},gid,,,iso:gid,iso639-3,en
642,{},gida1247,,,glottolog:gida1247,glottolog,en
643,{},gin,,,iso:gin,iso639-3,en
644,{},hinu1240,,,glottolog:hinu1240,glottolog,en
645,{},wau,,,iso:wau,iso639-3,en
646,{},waur1244,,,glottolog:waur1244,glottolog,en
647,{},mky,,,iso:mky,iso639-3,en
648,{},east2440,,,glottolog:east2440,glottolog,en
649,{},wap,,,iso:wap,iso639-3,en
650,{},wapi1253,,,glottolog:wapi1253,glottolog,en
651,{},pwg,,,iso:pwg,iso639-3,en
652,{},gapa1238,,,glottolog:gapa1238,glottolog,en
653,{},buo,,,iso:buo,iso639-3,en
654,{},tere1278,,,glottolog:tere1278,glottolog,en
655,{},wnu,,,iso:wnu,iso639-3,en
656,{},usan1239,,,glottolog:usan1239,glottolog,en
657,{},pwn,,,iso:pwn,iso639-3,en
658,{},paiw1248,,,glottolog:paiw1248,glottolog,en
659,{},mtg,,,iso:mtg,iso639-3,en
660,{},unaa1239,,,glottolog:unaa1239,glottolog,en
661,{},lvk,,,iso:lvk,iso639-3,en
662,{},lavu1241,,,glottolog:lavu1241,glottolog,en
663,{},nnm,,,iso:nnm,iso639-3,en
664,{},nami1256,,,glottolog:nami1256,glottolog,en
665,{},pio,,,iso:pio,iso639-3,en
666,{},piap1246,,,glottolog:piap1246,glottolog,en
667,{},cbi,,,iso:cbi,iso639-3,en
668,{},chac1249,,,glottolog:chac1249,glottolog,en
669,{},inp,,,iso:inp,iso639-3,en
670,{},inap1243,,,glottolog:inap1243,glottolog,en
671,{},ind,,,iso:ind,iso639-3,en
672,{},indo1316,,,glottolog:indo1316,glottolog,en
673,{},khe,,,iso:khe,iso639-3,en
674,{},koro1312,,,glottolog:koro1312,glottolog,en
675,{},piv,,,iso:piv,iso639-3,en
676,{},pile1238,,,glottolog:pile1238,glottolog,en
677,{},myf,,,iso:myf,iso639-3,en
678,{},bamb1262,,,glottolog:bamb1262,glottolog,en
679,{},kqr,,,iso:kqr,iso639-3,en
680,{},kima1244,,,glottolog:kima1244,glottolog,en
681,{},kqw,,,iso:kqw,iso639-3,en
682,{},kand1301,,,glottolog:kand1301,glottolog,en
683,{},nak,,,iso:nak,iso639-3,en
684,{},naka1262,,,glottolog:naka1262,glottolog,en
685,{},tiv,,,iso:tiv,iso639-3,en
686,{},tivv1240,,,glottolog:tivv1240,glottolog,en
687,{},tiw,,,iso:tiw,iso639-3,en
688,{},tiwi1244,,,glottolog:tiwi1244,glottolog,en
689,{},nal,,,iso:nal,iso639-3,en
690,{},nali1244,,,glottolog:nali1244,glottolog,en
691,{},xkz,,,iso:xkz,iso639-3,en
692,{},kurt1248,,,glottolog:kurt1248,glottolog,en
693,{},nas,,,iso:nas,iso639-3,en
694,{},naas1242,,,glottolog:naas1242,glottolog,en
695,{},tio,,,iso:tio,iso639-3,en
696,{},teop1238,,,glottolog:teop1238,glottolog,en
697,{},ign,,,iso:ign,iso639-3,en
698,{},igna1246,,,glottolog:igna1246,glottolog,en
699,{},nay,,,iso:nay,iso639-3,en
700,{},narr1259,,,glottolog:narr1259,glottolog,en
701,{},tic,,,iso:tic,iso639-3,en
702,{},tira1254,,,glottolog:tira1254,glottolog,en
703,{},kvc,,,iso:kvc,iso639-3,en
704,{},kove1237,,,glottolog:kove1237,glottolog,en
705,{},gel,,,iso:gel,iso639-3,en
706,{},kagf1238,,,glottolog:kagf1238,glottolog,en
707,{},ago,,,iso:ago,iso639-3,en
708,{},tain1253,,,glottolog:tain1253,glottolog,en
709,{},bcm,,,iso:bcm,iso639-3,en
710,{},bann1247,,,glottolog:bann1247,glottolog,en
711,{},bco,,,iso:bco,iso639-3,en
712,{},kalu1248,,,glottolog:kalu1248,glottolog,en
713,{},bcj,,,iso:bcj,iso639-3,en
714,{},bard1255,,,glottolog:bard1255,glottolog,en
715,{},svs,,,iso:svs,iso639-3,en
716,{},savo1255,,,glottolog:savo1255,glottolog,en
717,{},bcq,,,iso:bcq,iso639-3,en
718,{},benc1235,,,glottolog:benc1235,glottolog,en
